name,address,domain,website,phone_number,category,location,reviews_count,reviews_average,latitude,longitude,map_url,status_hours
Just Taste Restaurant,"6283+98G, Pokhara 33700",instagram.com,https://www.instagram.com,980-3259054,restaurant,Grid Search,,,28.2243229,83.9732906,"https://www.google.com/maps/place/Just+Taste+Restaurant/@28.2243229,83.9732906,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399597dd7db67c39:0xebef956731f12695!8m2!3d28.2159368!4d84.0033216!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11smnx7q_f?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 10 AM Sat 
"Parbat Janapriya Hotel and Restaurant, Pokhara Hospital chowk","6X6X+MQ6, Ramghat Rd, Pokhara 33700",,,,restaurant,Grid Search,,,28.2159368,83.9852972,"https://www.google.com/maps/place/Parbat+Janapriya+Hotel+and+Restaurant,+Pokhara+Hospital+chowk/@28.2159368,83.9852972,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995950050486733:0x7d4097b42ffa9fc0!8m2!3d28.2116067!4d83.9993628!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11vqhr15qq?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 5 AM Sat 
Susanta restaurant,"6242+5FG, Pokhara 33700",,,061-532702,restaurant,Grid Search,,,28.2053255,83.9767521,"https://www.google.com/maps/place/Susanta+restaurant/@28.2053255,83.9767521,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595404637d515:0x90e8622718499094!8m2!3d28.2054272!4d84.0011929!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11f5llp2xz?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 6 AM Sat 
Brosis momo corner and restaurant,"6242+2H5, Pokhara 33700",,,982-6670015,restaurant,Grid Search,,,28.2050105,83.9834546,"https://www.google.com/maps/place/Lishno+cafe+and+restaurant/@28.2050105,83.9834546,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595bf230b211d:0x900e85e9371d9a71!8m2!3d28.2231262!4d83.9909781!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11h6lm6tgt?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Open 24 hours 
City View Restaurant & Bar,"6XFQ+J97, Pokhara 33700",,,,restaurant,Grid Search,,,28.2231262,83.9729537,"https://www.google.com/maps/place/City+View+Restaurant+%26+Bar/@28.2231262,83.9729537,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995944f111ef60f:0xe9faebef0a8aefa3!8m2!3d28.2240449!4d83.9884128!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11crzf5qj5?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Papaya Restaurant and Bar,"6232+4JR, Pokhara 33700",,,,restaurant,Grid Search,,,28.2231262,83.9729537,"https://www.google.com/maps/place/Papaya+Restaurant+and+Bar/@28.2231262,83.9729537,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995955c9cdbca95:0xa2a18e344ac3c893!8m2!3d28.2028558!4d84.0015086!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11gr4j9c3m?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Tibetian Big Mo:Mo Restaurant,"11 Ranipauwa Rd, Pokhara 33700",,,,restaurant,Grid Search,,,28.2028558,83.9834842,"https://www.google.com/maps/place/Tibetian+Big+Mo:Mo+Restaurant/@28.2028558,83.9834842,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595006f803bad:0x9134248b14336340!8m2!3d28.2213396!4d83.9957293!15sCgpyZXN0YXVyYW50kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11yx8jdt03?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
MRP Beer Restaurant,"6277+C55, Lamodahar Road, Pokhara 33700",,,,restaurant,Grid Search,,,28.2228664,83.9682054,"https://www.google.com/maps/place/MRP+Beer+Restaurant/@28.2228664,83.9682054,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995950070cdc64d:0x83aafb41b33008d8!8m2!3d28.2135123!4d84.0129702!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJZZWxvelRGUkJFQUXgAQD6AQUI_gEQJA!16s%2Fg%2F11wh3j97r4?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
Y5 Restaurant,"5 Nayabazar Rd, Pokhara 33700",,,980-5865165,restaurant,Grid Search,,,28.2095831,83.967543,"https://www.google.com/maps/place/Y5+Restaurant/@28.2095831,83.967543,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595b2f0f3dc13:0x68e851fdb45d6757!8m2!3d28.2119408!4d83.9868901!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJvZW1WbE1sWjNFQUXgAQD6AQQIABAU!16s%2Fg%2F11g6vhx3hm?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
The Eagle Eye Restaurant _Nayabazar Pokhara,"9 Nayabazar Rd, Pokhara 33700",theeagleeyerestaurant.info,https://www.theeagleeyerestaurant.info,980-6632056,restaurant,Grid Search,,,28.2095831,83.967543,"https://www.google.com/maps/place/The+Eagle+Eye+Restaurant+_Nayabazar+Pokhara/@28.2095831,83.967543,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595a4357c2247:0x3d4fcdeb22de2d5!8m2!3d28.2196242!4d83.9900309!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0MFIyVkhSbUZYYlhoU1UwZEtjRlJHVW0xVlZrSlZUMVpHV21OclJSQULgAQD6AQQIABAZ!16s%2Fg%2F11xvm7ycpw?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Dheentheba Fast Food & Coffee House,"6XFR+32W, Bastola Thar Rd, Pokhara 33700",,,061-521197,restaurant,Grid Search,,,28.2006322,83.9935929,"https://www.google.com/maps/place/Dheentheba+Fast+Food+%26+Coffee+House/@28.2006322,83.9935929,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x39959542e9d6b32f:0xf9b0457923b3b134!8m2!3d28.2227419!4d83.9900671!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF0YXpjeWJqWm5SUkFC4AEA-gEECAAQSA!16s%2Fg%2F11h_c6llpg?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Darshan Namaste Restaurant,"6X6X+MQ6, Ramghat Rd, Pokhara 33700",,,,restaurant,Grid Search,,,28.2227419,83.9720427,"https://www.google.com/maps/place/Darshan+Namaste+Restaurant/@28.2227419,83.9720427,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595ee5017b599:0x913a01e68bc6a256!8m2!3d28.2116611!4d83.999381!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARRmYXN0X2Zvb2RfcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VRMWRFNUxiemRCUlJBQuABAPoBBAgAEAw!16s%2Fg%2F11r9tdnwc6?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
HOTSPOT FAMILY GARDEN AND CASUAL RESTAURANT,Pokhara 33700,,,981-6199621,restaurant,Grid Search,,,28.2097585,83.9679102,"https://www.google.com/maps/place/HOTSPOT+FAMILY+GARDEN+AND+CASUAL+RESTAURANT/@28.2097585,83.9679102,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x39959596e2c5716f:0xe0c55eda0002c24b!8m2!3d28.2017861!4d83.9987589!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11j5m1950w?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
genz Cafe and restaurant,"Prithivi chok, Pokhara 33700",,,,restaurant,Grid Search,,,28.2097585,83.9679102,"https://www.google.com/maps/place/genz+Cafe+and+restaurant/@28.2097585,83.9679102,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x39959500230b92e3:0x60cb675570b777d5!8m2!3d28.209223!4d83.9851104!15sCgpyZXN0YXVyYW50kgEKcmVzdGF1cmFudOABAA!16s%2Fg%2F11nb5p08q9?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
K.C. Restaurant,"6X5M+3H7, Pokhara 33700",,,,restaurant,Grid Search,,,28.2097585,83.9679102,"https://www.google.com/maps/place/K.C.+Restaurant/@28.2097585,83.9679102,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595098d58842b:0x3dab540dbbb307af!8m2!3d28.207661!4d83.9839325!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11fldphbj6?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
Purna Restaurant,"Ram Bazar Rd, Pokhara 33700",,,981-9190980,restaurant,Grid Search,,,28.2098927,83.9931055,"https://www.google.com/maps/place/Purna+Restaurant/@28.2098927,83.9931055,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595fe4afbb347:0x3a7240c88adf2733!8m2!3d28.2009502!4d83.996788!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJreGFtSlZjSEJrYms0MlVqSTVNVnBWV2pSVFZYTXpZak5rTkdWSVl4QULgAQD6AQQIABAu!16s%2Fg%2F11fj7shgh2?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 10 AM Sat 
Peace zone restaurant,"6XCQ+VC9, Pokhara 33700",,,,restaurant,Grid Search,,,28.1997524,83.977927,"https://www.google.com/maps/place/Peace+zone+restaurant/@28.1997524,83.977927,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595004b9ab6ad:0x1112a37b4394d35e!8m2!3d28.2221388!4d83.9886768!15sCgpyZXN0YXVyYW50kgEQYXNpYW5fcmVzdGF1cmFudOABAA!16s%2Fg%2F11nb5n9p4l?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
My Dream High Restaurant,Pokhara 33700,,,981-4143524,restaurant,Grid Search,,,28.2221388,83.9706524,"https://www.google.com/maps/place/My+Dream+High+Restaurant/@28.2221388,83.9706524,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995959bfbc02f6f:0x8731a9b7e17df050!8m2!3d28.2227944!4d83.9885534!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0NFVFNXFaelJTVkZKdFlrUmFURlV5U2tWaGEyaEhaVzVrYlZwWVl4QULgAQD6AQUIsAEQPg!16s%2Fg%2F11hkcrh5cs?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
"Paleti Homes Restaurant, Bar & Lodge","6X6M+QWJ, Pokhara 33700",facebook.com,https://www.facebook.com,061-535558,restaurant,Grid Search,,,28.2084536,83.9664088,"https://www.google.com/maps/place/Paleti+Homes+Restaurant,+Bar+%26+Lodge/@28.2084536,83.9664088,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595ad62b9eb4b:0xab5588662e0b12e4!8m2!3d28.2119546!4d83.9847775!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVExYlhOVFRqUlJSUkFC4AEA-gEECBwQJA!16s%2Fg%2F11g8bv1zz8?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 6 AM Sat 
Deyalo Restaurant,"6X4W+CGW, Pokhara 33700",,,984-6034903,restaurant,Grid Search,,,28.20489,83.9818583,"https://www.google.com/maps/place/Deyalo+Restaurant/@28.20489,83.9818583,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595c9cd7e7927:0x7688946e1179e73d!8m2!3d28.2061059!4d83.9963133!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU4xYkhWRFN5MVJSUkFC4AEA-gEECAAQPg!16s%2Fg%2F11dfj5vm3m?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 10 AM Sat 
Piyush Restaurant and Bar,"6XFP+5FH, Buddha marga, Pokhara 33700",,,980-8267927,restaurant,Grid Search,,,28.20489,83.9818583,"https://www.google.com/maps/place/Piyush+Restaurant+and+Bar/@28.20489,83.9818583,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995944e358fdb65:0x69182e1ef6248437!8m2!3d28.2229367!4d83.9862249!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11f2xml_1g?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Newa Cottage,"6X8X+M55, Ranipauwa Rd, Pokhara 33700",,,984-6456329,restaurant,Grid Search,,,28.2159368,83.9852972,"https://www.google.com/maps/place/Newa+Cottage/@28.2159368,83.9852972,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399594351c1676bf:0x716121b3eb55a64a!8m2!3d28.2166439!4d83.9979811!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5vZVZseVZrRlJFQUXgAQD6AQQIExAO!16s%2Fg%2F11_r0_b1r?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
NG Fastfood Restaurant Pokhara,"5XVW+XJG, Pokhara 33700",,,,restaurant,Grid Search,,,28.2159368,83.9852972,"https://www.google.com/maps/place/NG+Fastfood+Restaurant+Pokhara/@28.2159368,83.9852972,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595eb352f5663:0xeb38cccbf5636255!8m2!3d28.1949267!4d83.9965785!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARJjaGlja2VuX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXllWEJYVWpWM1JSQULgAQD6AQQIABBC!16s%2Fg%2F11mw7rcz0k?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Twins Restaurant,"Amarsingh Chowk, Pokhara 33700",,,982-7150033,restaurant,Grid Search,,,28.2120226,83.9818433,"https://www.google.com/maps/place/Twins+Restaurant/@28.2120226,83.9818433,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995957477ca215f:0xf2d5fb4d6c1a70f7!8m2!3d28.2059313!4d84.0006954!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11ffw4f_29?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Laltin Cottage & Restaurant,"कुँडहर-अन्नपुर्ण मार्ग, Pokhara 33700",,,061-570003,restaurant,Grid Search,,,28.2120226,83.9818433,"https://www.google.com/maps/place/Laltin+Cottage+%26+Restaurant/@28.2120226,83.9818433,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595cf17479bd9:0xa923d3b7fbacf62f!8m2!3d28.2047747!4d84.0025474!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJFTVY5UWJtSkJFQUXgAQD6AQQIABA9!16s%2Fg%2F11by_klkx3?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Parbat Paakhapani Restaurant and Guest House,"6X6P+39V, Nayabazar Rd, Pokhara 33700",,,061-538518,restaurant,Grid Search,,,28.210232,83.967898,"https://www.google.com/maps/place/Parbat+Paakhapani+Restaurant+and+Guest+House/@28.210232,83.967898,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595cb60bf4b3f:0xd5c04dea78dc20b2!8m2!3d28.210232!4d83.9859224!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11fktdzwzk?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Namaste Korean & Nepali Restaurant,"H04, Pokhara 33700",,,061-581473,restaurant,Grid Search,,,28.2063164,83.9772995,"https://www.google.com/maps/place/Namaste+Korean+%26+Nepali+Restaurant/@28.2063164,83.9772995,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595c9d388bc01:0xff2f2ad77ba2563c!8m2!3d28.2063164!4d83.9953239!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARFrb3JlYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VONE1FNXBNRWgzRUFF4AEA-gEECAAQFQ!16s%2Fg%2F11f10dy0g6?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 10 AM Sat 
Sumitra restaurant,"Chauthe 14, Pokhara",,,,restaurant,Grid Search,,,28.2063164,83.9772995,"https://www.google.com/maps/place/Sumitra+restaurant/@28.2063164,83.9772995,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995970067c8ea4f:0xaf63d02924efee66!8m2!3d28.1983718!4d84.0257295!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARFmYW1pbHlfcmVzdGF1cmFudOABAA!16s%2Fg%2F11w4dcjglw?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
Shrestha Mandali Cafe & Restaurant,"6XFP+2M5, Buddha Marga, Pokhara 33700",,,061-538151,restaurant,Grid Search,,,28.22251,83.9687191,"https://www.google.com/maps/place/Shrestha+Mandali+Cafe+%26+Restaurant/@28.22251,83.9687191,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995956ed13af043:0x90fa7144d0a3e637!8m2!3d28.22251!4d83.9867435!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11fhz5k7w6?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sun 
Tungna Restaurant & Lounge Bar,"6XCP+CQJ, New Rd, Pokhara 33700",,,061-531415,restaurant,Grid Search,,,28.22251,83.9687191,"https://www.google.com/maps/place/Tungna+Restaurant+%26+Lounge+Bar/@28.22251,83.9687191,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995944e701f08cd:0x55357d9210bcfb2e!8m2!3d28.2210234!4d83.9869725!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU0xYmpScWRtZFJSUkFC4AEA-gEFCOEBED0!16s%2Fg%2F1pp2tvjyt?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Burti Restaurant & Bar,Pokhara 33700,,,,restaurant,Grid Search,,,28.22251,83.9687191,"https://www.google.com/maps/place/Burti+Restaurant+%26+Bar/@28.22251,83.9687191,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595e964bd61bf:0x6bf08da1d1bc2b82!8m2!3d28.2224499!4d83.9883886!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARRmYXN0X2Zvb2RfcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOb0xXRlBjMnRCUlJBQuABAPoBBAgAEDY!16s%2Fg%2F11tsdvwt5f?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Barsha and Bachan Restaurant,"6X5M+R6G, Pokhara 33700",,,,restaurant,Grid Search,,,28.22251,83.9687191,"https://www.google.com/maps/place/Barsha+and+Bachan+Restaurant/@28.22251,83.9687191,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995950062fa11a3:0xd44fed89a60b5567!8m2!3d28.2095564!4d83.9830679!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11x7ph7hm7?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
Red Chilly Restaurant,"12 Mahendra Pul Rd, Pokhara 00977",,,061-522710,restaurant,Grid Search,,,28.22251,83.9687191,"https://www.google.com/maps/place/Red+Chilly+Restaurant/@28.22251,83.9687191,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995943317ccdb07:0x7686005907135385!8m2!3d28.2165859!4d84.0025761!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F1tj87vcm?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Prena Restaurant and khaja Ghar,"6228+276, Pokhara 33700",,,980-6620269,restaurant,Grid Search,,,28.2165859,83.9845517,"https://www.google.com/maps/place/Prena+Restaurant+and+khaja+Ghar/@28.2165859,83.9845517,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995952ababfe78b:0xd62791823960f314!8m2!3d28.2001416!4d84.0156897!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11kjjh2p34?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 6 AM Sat 
Sanaya Restaurant,"End of Street no 7, Pokhara 33700",,,984-6785424,restaurant,Grid Search,,,28.2044307,83.9471187,"https://www.google.com/maps/place/Sanaya+Restaurant/@28.2044307,83.9471187,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595f540420e85:0x9c2beb959f5b5e10!8m2!3d28.208198!4d83.9645524!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARFmYW1pbHlfcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOMmRuVmhlSGwzUlJBQuABAPoBBAgAEDU!16s%2Fg%2F11y9nbv_rc?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closes soon · 12 AM · Opens 7 AM Sat 
View Site Restaurant and Bar,"6XMC+5GW, Pokhara 33700",,,,restaurant,Grid Search,,,28.2044307,83.9471187,"https://www.google.com/maps/place/View+Site+Restaurant+and+Bar/@28.2044307,83.9471187,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595a809f75903:0x491e88aed17ebc5a!8m2!3d28.2329907!4d83.9713355!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVEzY3pnMlVHOVJSUkFC4AEA-gEECAAQQg!16s%2Fg%2F11lggcq653?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
View Site Restaurant and Bar,"6X57+9H7, Pokhara 33700",,,980-3926390,restaurant,Grid Search,,,28.2084054,83.945905,"https://www.google.com/maps/place/New+Turkish+%26+Nepali+Kitchen+Kabap+House/@28.2084054,83.945905,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595034cef0d19:0x32670bc1e11422ef!8m2!3d28.2084054!4d83.9639294!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARJ0dXJraXNoX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblRVTkpjWFF0ZGpOblJSQULgAQD6AQQIABAx!16s%2Fg%2F11gbp19wj6?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 10 AM Sat 
New Turkish & Nepali Kitchen Kabap House,"6X57+9H7, Pokhara 33700",,,980-3926390,restaurant,Grid Search,,,28.2084054,83.945905,"https://www.google.com/maps/place/New+Turkish+%26+Nepali+Kitchen+Kabap+House/@28.2084054,83.945905,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595034cef0d19:0x32670bc1e11422ef!8m2!3d28.2084054!4d83.9639294!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARJ0dXJraXNoX3Jlc3RhdXJhbnSaASRDaGREU1VoTk1HOW5TMFZKUTBGblRVTkpjWFF0ZGpOblJSQULgAQD6AQQIABAx!16s%2Fg%2F11gbp19wj6?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 10 AM Sat 
