name,address,domain,website,phone_number,category,location,reviews_count,reviews_average,latitude,longitude,map_url,status_hours
Om Rom Restaurant,"6XHR+X8Q, Road, Pokhara 33700",,,980-6700147,restaurant,Grid Search,,,28.22996,83.97283,"https://www.google.com/maps/place/Om+Rom+Restaurant/@28.22996,83.97283,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595cbd73de26f:0xb3d69a139e2ff8cd!8m2!3d28.22996!4d83.9908544!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARBhc2lhbl9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJsTTNacFkwTjNFQUXgAQD6AQQIABAc!16s%2Fg%2F11s187xrb1?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 9 AM Sun 
Swoniga Chatamari Restaurant,"4 Gairapatan - Tersapatti Rd, Pokhara 33700",,,061-576701,restaurant,Grid Search,,,28.2080346,83.9700341,"https://www.google.com/maps/place/Swoniga+Chatamari+Restaurant/@28.2080346,83.9700341,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595c62e5b4ca1:0xbf603e16138d8cbf!8m2!3d28.2266408!4d83.9874229!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5UVVJ2Y2twWGNWWm5FQUXgAQD6AQUI_AEQRA!16s%2Fg%2F11x2x90xlq?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 11 AM Sat 
MED 5 Restaurant,"Lakeside Rd, Pokhara 33700",med5restaurant.com,https://www.med5restaurant.com,061-457796,restaurant,Grid Search,,,28.2266408,83.9693985,"https://www.google.com/maps/place/MED+5+Restaurant/@28.2266408,83.9693985,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951b23748a31:0x854033a9f81068e7!8m2!3d28.2049488!4d83.9621471!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4Q2MxTlZSVFJUUkU1U1kxZG5ORm93Y0doTmJVVXpZVVZPZVZWclJSQULgAQD6AQUIkAIQRw!16s%2Fg%2F11f37fxpfn?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
B.B.restaurant food &beverages,"Ammat St, Pokhara 33700",,,984-6914818,restaurant,Grid Search,,,28.2065529,83.9758123,"https://www.google.com/maps/place/B.B.restaurant+food+%26beverages/@28.2065529,83.9758123,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x39959504b92d25f9:0x3538fc1daed134f7!8m2!3d28.2066007!4d83.9651176!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4T1UxRXdNV0ZrYlRoMFZsVTBNRk5xUmxsVVJVNW1XVzVvUms5V1JSQULgAQD6AQQIABA3!16s%2Fg%2F11cs4mnw16?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Anisha Restaurant,"gaurighat, lakeside, pokara-6",,,,restaurant,Grid Search,,,28.2112082,83.979227,"https://www.google.com/maps/place/Anisha+Restaurant/@28.2112082,83.979227,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951b6837ed3b:0x762cc124eac5c39f!8m2!3d28.2065356!4d83.9622027!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4Tk1sZElValJZTTJSWlVucEdWVk5HYkZaa01GSkRWVmRHUWsxV1JSQULgAQD6AQQIERAq!16s%2Fg%2F11cn8v5t_3?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Thakalni bhansa Ghar and Restaurant,"03 Nadipur Rd, Pokhara 33700",,,976-6049871,restaurant,Grid Search,,,28.230272,83.973155,"https://www.google.com/maps/place/Thakalni+bhansa+Ghar+and+Restaurant/@28.230272,83.973155,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595686bd0ce0f:0x7078c7cb93633386!8m2!3d28.230272!4d83.9911794!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDIxTmVGcHNPVmxTUmxwVVZHcFJlVlpFVGpWa1dGRXdVekZzWVZORlJSQULgAQD6AQQIKxA8!16s%2Fg%2F11xt1886b8?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 9 AM Sat 
Ambar's Kitchen,"6X57+FFW, Pokhara 33700",,,984-6030760,restaurant,Grid Search,,,28.2087343,83.945691,"https://www.google.com/maps/place/Ambar's+Kitchen/@28.2087343,83.945691,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951cb5adb54f:0xbca38f763715cd2e!8m2!3d28.2087343!4d83.9637154!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJHZGxsVVZVaG5FQUXgAQD6AQUI9AEQMg!16s%2Fg%2F11cmpq2kp0?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 11 AM Sat 
Ambar's Kitchen,"6X57+FFW, Pokhara 33700",,,061-455744,restaurant,Grid Search,,,28.2113951,83.9402351,"https://www.google.com/maps/place/Fresh+Elements+Restaurant+%26+Bar/@28.2113951,83.9402351,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951e75301097:0x440c372df9db7af2!8m2!3d28.2113951!4d83.9582595!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJVTUhFM1RWRjNFQUXgAQD6AQUInAEQRg!16s%2Fg%2F11d_w813t5?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Open · Closes 4 AM 
Fresh Elements Restaurant & Bar,"16 Middle Path St, Pokhara 33700",freshelementsrestaurant.com.np,https://www.freshelementsrestaurant.com.np,061-455744,restaurant,Grid Search,,,28.2113951,83.9402351,"https://www.google.com/maps/place/Fresh+Elements+Restaurant+%26+Bar/@28.2113951,83.9402351,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951e75301097:0x440c372df9db7af2!8m2!3d28.2113951!4d83.9582595!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJVTUhFM1RWRjNFQUXgAQD6AQUInAEQRg!16s%2Fg%2F11d_w813t5?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Open · Closes 4 AM 
Nepali Kitchen,"Pragati Marga, Pokhara 33700",,,984-6058289,restaurant,Grid Search,,,28.2113951,83.9402351,"https://www.google.com/maps/place/Nepali+Kitchen/@28.2113951,83.9402351,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951b46a8e5e3:0x6f77d37b1c1f95d4!8m2!3d28.2062673!4d83.9628667!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARNuZXBhbGVzZV9yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVF6ZGxCVGRWbFJFQUXgAQD6AQQIABAx!16s%2Fg%2F11cn93b8ld?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Baral Brothers Restaurant,"5 Nayabazar Rd, Pokhara 33700",,,980-5865165,restaurant,Grid Search,,,28.2136441,83.9557597,"https://www.google.com/maps/place/Y5+Restaurant/@28.2136441,83.9557597,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595b2f0f3dc13:0x68e851fdb45d6757!8m2!3d28.2119408!4d83.9868901!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJvZW1WbE1sWjNFQUXgAQD6AQQIABAU!16s%2Fg%2F11g6vhx3hm?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Utopia Garden & Snacks Bar,Pokhara 33700,,,984-6114408,restaurant,Grid Search,,,28.2108821,83.9380073,"https://www.google.com/maps/place/Utopia+Garden+%26+Snacks+Bar/@28.2108821,83.9380073,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951e4b600103:0xd3f73a6c7b81b0c7!8m2!3d28.2108821!4d83.9560317!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF0TFVsMVUzTkJSUkFC4AEA-gEECDMQPQ!16s%2Fg%2F11c0rtt02v?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 11 AM Sat 
Utopia Garden & Snacks Bar,"Hallanchowk, Pokhara 33700",,,061-591527,restaurant,Grid Search,,,28.2108821,83.9380073,"https://www.google.com/maps/place/Sweet+Memories+Restaurant/@28.2108821,83.9380073,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995957af28ee20d:0xc7b6fb801d6e3525!8m2!3d28.2138314!4d83.9575509!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF6YUhacVIyaDNSUkFC4AEA-gEECAAQPw!16s%2Fg%2F11j4n6ptq2?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 5:30 AM Sat 
Sweet Memories Restaurant,"Hallanchowk, Pokhara 33700",,,061-591527,restaurant,Grid Search,,,28.2108821,83.9380073,"https://www.google.com/maps/place/Sweet+Memories+Restaurant/@28.2108821,83.9380073,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995957af28ee20d:0xc7b6fb801d6e3525!8m2!3d28.2138314!4d83.9575509!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVF6YUhacVIyaDNSUkFC4AEA-gEECAAQPw!16s%2Fg%2F11j4n6ptq2?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 5:30 AM Sat 
Sweet Memories Restaurant,"6X37+QJ7, Ammat St, Pokhara 33700",,,061-591262,restaurant,Grid Search,,,28.2108821,83.9380073,"https://www.google.com/maps/place/Chinese+Garden+Restaurant+And+Bar/@28.2108821,83.9380073,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595052bc35753:0xb397f02c2c869630!8m2!3d28.2044075!4d83.9640571!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5zTmpsdU16Tm5SUkFC4AEA-gEECC8QOA!16s%2Fg%2F11cn9rlphy?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 9 AM Sat 
Chinese Garden Restaurant And Bar,"6X37+QJ7, Ammat St, Pokhara 33700",,,061-591262,restaurant,Grid Search,,,28.2108821,83.9380073,"https://www.google.com/maps/place/Chinese+Garden+Restaurant+And+Bar/@28.2108821,83.9380073,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595052bc35753:0xb397f02c2c869630!8m2!3d28.2044075!4d83.9640571!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5zTmpsdU16Tm5SUkFC4AEA-gEECC8QOA!16s%2Fg%2F11cn9rlphy?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 9 AM Sat 
NEW FAMILY RESTAURANT,"6X48+X9M, Thado Pasal Path, Pokhara 33700",,,981-0467893,restaurant,Grid Search,,,28.2074578,83.9478865,"https://www.google.com/maps/place/NEW+FAMILY+RESTAURANT/@28.2074578,83.9478865,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595c25037339f:0x216e5eb52f4d652c!8m2!3d28.2074578!4d83.9659109!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11h7_tmbfl?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
genz Cafe and restaurant,"Pokhara 邮政编码:, 33700",,,986-4248899,restaurant,Grid Search,,,28.2054736,83.9579833,"https://www.google.com/maps/place/Asian+Food+Land/@28.2054736,83.9579833,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595ce210a5311:0xb96fb7b738ceac73!8m2!3d28.2054736!4d83.9760077!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARBhc2lhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5zYlRrelRuWlJSUkFC4AEA-gEECD4QSg!16s%2Fg%2F11h0899l2l?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 11:29 AM Sat 
Asian Food Land,"Pokhara 邮政编码:, 33700",,,986-4248899,restaurant,Grid Search,,,28.2054736,83.9579833,"https://www.google.com/maps/place/Asian+Food+Land/@28.2054736,83.9579833,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595ce210a5311:0xb96fb7b738ceac73!8m2!3d28.2054736!4d83.9760077!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARBhc2lhbl9yZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5zYlRrelRuWlJSUkFC4AEA-gEECD4QSg!16s%2Fg%2F11h0899l2l?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 11:29 AM Sat 
Roadhouse Cafe Pokhara,Pokhara 33700,roadhousenepal.com,https://www.roadhousenepal.com,061-457421,restaurant,Grid Search,,,28.2137523,83.9393799,"https://www.google.com/maps/place/Roadhouse+Cafe+Pokhara/@28.2137523,83.9393799,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399594e1e88572fb:0xbd3e2c213e3576cc!8m2!3d28.2137523!4d83.9574043!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDI1T1FtRXlValpoYm5CRVdWZDRhMVJWTVZoVWVrNXhZMFU0TkZOdVl4QULgAQD6AQQIXBBK!16s%2Fg%2F11c7hfwk5w?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 11:30 AM Sat 
Anaki Restaurant & Bar,"Baidam Rd, Pokhara 33700",anakibar.com.np,https://www.anakibar.com.np,970-5076324,restaurant,Grid Search,,,28.2137523,83.9393799,"https://www.google.com/maps/place/Anaki+Restaurant+%26+Bar/@28.2137523,83.9393799,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951e21f32175:0xbf748b8326801c0f!8m2!3d28.2130047!4d83.9570796!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVU4zWjE5TU1XeG5SUkFC4AEA-gEECAAQRA!16s%2Fg%2F11ggrq857v?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Open · Closes 2 AM 
Tara's Restaurant (Nepalese Vegetarian),"6 Street No. 13, Pokhara 33700",,,981-3258296,restaurant,Grid Search,,,28.2137523,83.9393799,"https://www.google.com/maps/place/Tara's+Restaurant+(Nepalese+Vegetarian)/@28.2137523,83.9393799,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951eb2dafba3:0x922c96573c6447f5!8m2!3d28.2076299!4d83.9578045!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0d05GbHVWbFpSYTBaVlUwaE5ORkpIYzNka1YzUXdaRmRXY1ZSSVl4QULgAQD6AQQIABAw!16s%2Fg%2F11c1xlwxv7?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7:30 AM Sat 
New Era Restaurant and Party Palace,"0KM, Firke,, Pokhara 33700",,,061-580947,restaurant,Grid Search,,,28.2127613,83.9583994,"https://www.google.com/maps/place/New+Era+Restaurant+and+Party+Palace/@28.2127613,83.9583994,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595aadc9cf72d:0x17e459fb3a3eb84b!8m2!3d28.2127613!4d83.9764238!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU0xTTNJeVJGZG5FQUXgAQD6AQQIABAf!16s%2Fg%2F11c45q0kx_?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 6:30 AM Sat 
Gurung Restaurant गुरुङ रेस्टुरेन्ट,"6X4G+HM6, Pokhara 33700",,,981-9198085,restaurant,Grid Search,,,28.2127613,83.9583994,"https://www.google.com/maps/place/Gurung+Restaurant+%E0%A4%97%E0%A5%81%E0%A4%B0%E0%A5%81%E0%A4%99+%E0%A4%B0%E0%A5%87%E0%A4%B8%E0%A5%8D%E0%A4%9F%E0%A5%81%E0%A4%B0%E0%A5%87%E0%A4%A8%E0%A5%8D%E0%A4%9F/@28.2127613,83.9583994,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x39959556b21c69d9:0x945d99bfc91a1104!8m2!3d28.2064191!4d83.976632!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11ghwp0s7v?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Misha’s Cafe &Restaurant,Pokhara 33700,,,980-6530812,restaurant,Grid Search,,,28.219,83.995,"https://www.google.com/maps/place/Misha%E2%80%99s+Cafe+%26Restaurant/@28.219,83.995,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595e721d44455:0x30cb8b385ee07d62!8m2!3d28.2123671!4d83.9748945!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARFmYW1pbHlfcmVzdGF1cmFudJoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQydEtRazFHUW01VGJYaDNaRVZPYlZGVk1WTk9hMHA2VlhwQk5HUnJSUkFC4AEA-gEECF4QKw!16s%2Fg%2F11kqqjjdw4?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
Backyard Cafe & Restaurant,"2 Durbarthok Maarga, Pokhara 33700",,,061-530409,restaurant,Grid Search,,,28.22996,83.97283,"https://www.google.com/maps/place/Backyard+Cafe+%26+Restaurant/@28.22996,83.97283,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595a8afd6921f:0x43a1e05a205458f6!8m2!3d28.2184507!4d83.988783!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11p5x6w2db?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sun 
Good Friday Restaurant,"6276+5X3, Road, Pokhara 33700",,,,restaurant,Grid Search,,,28.2190513,83.9888692,"https://www.google.com/maps/place/Good+Friday+Restaurant/@28.2190513,83.9888692,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951ba6810adf:0x8474960a858bd990!8m2!3d28.2128786!4d84.0124089!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSARJjaGlja2VuX3Jlc3RhdXJhbnTgAQA!16s%2Fg%2F11rs2q_f8_?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Grab N' Eat,"Nayabazar Rd, Pokhara 33700",,,981-3705564,restaurant,Grid Search,,,28.2065529,83.9758123,"https://www.google.com/maps/place/Grab+N'+Eat/@28.2065529,83.9758123,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995951091bea4f5:0xb7e28e0d9e158c91!8m2!3d28.2198591!4d83.9910175!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5PZDJKdU5uaDNSUkFC4AEA-gEECAAQHQ!16s%2Fg%2F11lcx6thwj?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Lishno cafe and restaurant,"1 Medical line, Pokhara 33700",,,061-524194,restaurant,Grid Search,,,28.206597,83.9761601,"https://www.google.com/maps/place/Lishno+cafe+and+restaurant/@28.206597,83.9761601,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595bf230b211d:0x900e85e9371d9a71!8m2!3d28.2231262!4d83.9909781!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11h6lm6tgt?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Sathivai Restaurant,"6XFM+W2R, Pokhara 33700",,,985-6022591,restaurant,Grid Search,,,28.2153254,83.9884069,"https://www.google.com/maps/place/Sathivai+Restaurant/@28.2153254,83.9884069,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x39959563d2d453cf:0x15de68c2086c7db8!8m2!3d28.2248624!4d83.9825019!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11fp3ltgmf?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",
ON THE WAY RESTAURANT,"6XMX+V33, Pokhara 33700",,,980-4113000,restaurant,Grid Search,,,28.2346447,83.9796501,"https://www.google.com/maps/place/ON+THE+WAY+RESTAURANT/@28.2346447,83.9796501,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595007e7c527b:0xfcec3162e2d4489e!8m2!3d28.2346447!4d83.9976745!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11j8kg060s?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 6:30 AM Sat 
The Rooftop Restaurant And Bar,"6XFQ+C9Q, Pokhara 33700",,,061-525893,restaurant,Grid Search,,,28.2186631,83.9399757,"https://www.google.com/maps/place/The+Rooftop+Restaurant+And+Bar/@28.2186631,83.9399757,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995944f1ba6e673:0xd48cf8406f7f1c4c!8m2!3d28.2235959!4d83.9884923!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11ddxqpz82?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Open 24 hours 
Lafa Restaurant,"3 Gairapatan - Tersapatti Rd, Pokhara 33700",,,,restaurant,Grid Search,,,28.2064191,83.9586076,"https://www.google.com/maps/place/Lafa+Restaurant/@28.2064191,83.9586076,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x39959445adff04e5:0x99b6ba49e170948d!8m2!3d28.2279124!4d83.9888794!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11fzps_krr?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
Kesari Kitchen The Restaurant And Bar,"6X9X+PM8, Pokhara 33700",facebook.com,https://www.facebook.com,984-8258266,restaurant,Grid Search,,,28.2226325,83.9686501,"https://www.google.com/maps/place/Kesari+Kitchen+The+Restaurant+And+Bar/@28.2226325,83.9686501,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995950025463cdf:0x73518c0868ddb172!8m2!3d28.219317!4d83.999306!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11wbsn5sty?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 7 AM Sat 
Green Forest Restaurant,"4 Gairapatan - Tersapatti Rd, Pokhara 33700",,,061-576701,restaurant,Grid Search,,,28.2190513,83.9888692,"https://www.google.com/maps/place/Swoniga+Chatamari+Restaurant/@28.2190513,83.9888692,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x399595c62e5b4ca1:0xbf603e16138d8cbf!8m2!3d28.2266408!4d83.9874229!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11x2x90xlq?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 11 AM Sat 
Swoniga Chatamari Restaurant,"6XFQ+J97, Pokhara 33700",,,,restaurant,Grid Search,,,28.2266408,83.9693985,"https://www.google.com/maps/place/City+View+Restaurant+%26+Bar/@28.2266408,83.9693985,15z/data=!4m11!1m3!2m2!1srestaurant!6e5!3m6!1s0x3995944f111ef60f:0xe9faebef0a8aefa3!8m2!3d28.2240449!4d83.9884128!15sCgpyZXN0YXVyYW50WgwiCnJlc3RhdXJhbnSSAQpyZXN0YXVyYW504AEA!16s%2Fg%2F11crzf5qj5?entry=ttu&g_ep=EgoyMDI2MDQxNC4wIKXMDSoASAFQAw%3D%3D",Closed · Opens 8 AM Sat 
